Record ID,Species,Scientific name,Date (Year),Latitude,Longitude,Type,Warmest Quarter Temperature,Coolest Quarter Temperature,Annual Rainfall
1,Numbat,Myrmecobius fasciatus,1946,-37.65,145.53333,historical,19.08564,8.94513,1018.95898
2,Numbat,Myrmecobius fasciatus,1932,-35.041667,117.533333,historical,19.20237,12.4694,959.979
3,Numbat,Myrmecobius fasciatus,1974,-34.76669868,117.4739997,contemporary,19.68165,11.88157,767.6806
4,Numbat,Myrmecobius fasciatus,1934,-34.766667,117.7,historical,19.52531,11.88551,702.80255
5,Numbat,Myrmecobius fasciatus,1941,-34.6375,117.375,historical,19.56571,11.12159,702.72589
6,Numbat,Myrmecobius fasciatus,1941,-34.6375,117.375,historical,19.56571,11.12159,702.72589
7,Numbat,Myrmecobius fasciatus,1941,-34.6375,117.375,historical,19.56571,11.12159,702.72589
8,Numbat,Myrmecobius fasciatus,1941,-34.6375,117.375,historical,19.56571,11.12159,702.72589
9,Numbat,Myrmecobius fasciatus,1941,-34.6375,117.375,historical,19.56571,11.12159,702.72589
10,Numbat,Myrmecobius fasciatus,1969,-34.630703,117.6649953,contemporary,19.46641,11.10238,654.39124
11,Numbat,Myrmecobius fasciatus,1969,-34.62749811,117.6639988,contemporary,19.46641,11.10238,654.39124
12,Numbat,Myrmecobius fasciatus,1993,-34.56137046,116.6706761,contemporary,19.64423,11.00174,841.2561
13,Numbat,Myrmecobius fasciatus,1936,-34.533333,118.066667,historical,19.68325,11.58762,511.70999
14,Numbat,Myrmecobius fasciatus,1954,-34.50878839,116.6748485,contemporary,19.96308,11.19433,786.7077
15,Numbat,Myrmecobius fasciatus,1863,-34.5,140,historical,22.50578,10.78611,279.6413
16,Numbat,Myrmecobius fasciatus,1863,-34.5,140,historical,22.50578,10.78611,279.6413
17,Numbat,Myrmecobius fasciatus,2003,-34.43749971,116.5988345,contemporary,20.06437,11.11494,757.07202
18,Numbat,Myrmecobius fasciatus,2001,-34.40820683,116.5048012,contemporary,20.16002,11.2169,766.74121
19,Numbat,Myrmecobius fasciatus,2000,-34.40799194,116.5495332,contemporary,20.21733,11.23428,747.09381
20,Numbat,Myrmecobius fasciatus,2003,-34.40164525,116.6077532,contemporary,20.1494,11.06055,725.43811
21,Numbat,Myrmecobius fasciatus,2002,-34.3972697,116.5281039,contemporary,19.9895,10.94401,757.63068
22,Numbat,Myrmecobius fasciatus,2000,-34.39664159,116.5289234,contemporary,19.9895,10.94401,757.63068
23,Numbat,Myrmecobius fasciatus,2004,-34.39637388,116.5320146,contemporary,19.9895,10.94401,757.63068
24,Numbat,Myrmecobius fasciatus,1999,-34.38829913,116.4429129,contemporary,20.22805,11.29474,771.36584
25,Numbat,Myrmecobius fasciatus,1994,-34.37520389,116.5452386,contemporary,20.02482,10.90293,739.72253
26,Numbat,Myrmecobius fasciatus,1928,-34.366667,117.566667,historical,19.97162,10.80275,513.9187
27,Numbat,Myrmecobius fasciatus,1997,-34.35799679,116.5284764,contemporary,19.99825,10.80997,732.06793
28,Numbat,Myrmecobius fasciatus,1996,-34.31521645,116.5433886,contemporary,20.05428,10.72442,704.16559
29,Numbat,Myrmecobius fasciatus,1996,-34.31461783,116.5053514,contemporary,20.12287,10.83906,709.05774
30,Numbat,Myrmecobius fasciatus,2002,-34.30593694,116.5315388,contemporary,20.0478,10.69092,701.98956
31,Numbat,Myrmecobius fasciatus,2001,-34.30316013,116.5895961,contemporary,20.23512,10.82364,673.79547
32,Numbat,Myrmecobius fasciatus,1901,-34.3,117.533333,historical,20.31101,10.98091,481.741
33,Numbat,Myrmecobius fasciatus,1929,-34.3,117.55,historical,20.26548,10.93934,481.24255
34,Numbat,Myrmecobius fasciatus,2002,-34.28748264,116.6077846,contemporary,20.25,10.79367,665.53241
35,Numbat,Myrmecobius fasciatus,1997,-34.27000131,116.641943,contemporary,20.19965,10.65356,656.84644
36,Numbat,Myrmecobius fasciatus,2003,-34.26740515,116.5277877,contemporary,20.12194,10.63642,679.58307
37,Numbat,Myrmecobius fasciatus,1999,-34.26735264,116.5235407,contemporary,20.0749,10.59194,685.5213
38,Numbat,Myrmecobius fasciatus,1999,-34.25943818,116.3704378,contemporary,20.10038,10.74251,732.22498
39,Numbat,Myrmecobius fasciatus,1935,-34.25,116.15,historical,19.83697,10.80009,874.99756
40,Numbat,Myrmecobius fasciatus,2002,-34.25,116.15,contemporary,19.83697,10.80009,874.99756
41,Numbat,Myrmecobius fasciatus,2006,-34.25,116.15,contemporary,19.83697,10.80009,874.99756
42,Numbat,Myrmecobius fasciatus,1991,-34.22943439,116.2457991,contemporary,20.15161,10.88149,783.50336
43,Numbat,Myrmecobius fasciatus,1983,-34.22700447,116.7040019,contemporary,20.49704,10.8413,618.15454
44,Numbat,Myrmecobius fasciatus,2001,-34.22619508,116.6662536,contemporary,20.27891,10.60718,637.51062
45,Numbat,Myrmecobius fasciatus,1999,-34.2228421,116.3565964,contemporary,20.20398,10.73174,720.41962
46,Numbat,Myrmecobius fasciatus,2000,-34.2222623,116.3578168,contemporary,20.20237,10.71718,716.09052
47,Numbat,Myrmecobius fasciatus,1997,-34.22106125,116.4543191,contemporary,20.28857,10.715,673.34991
48,Numbat,Myrmecobius fasciatus,1997,-34.21787335,116.447294,contemporary,20.46239,10.9213,666.25452
49,Numbat,Myrmecobius fasciatus,2000,-34.21571593,116.6287222,contemporary,20.09594,10.38636,651.68103
50,Numbat,Myrmecobius fasciatus,2000,-34.21571593,116.6287222,contemporary,20.09594,10.38636,651.68103
51,Numbat,Myrmecobius fasciatus,2002,-34.20836944,116.6389908,contemporary,20.24932,10.51986,637.27576
52,Numbat,Myrmecobius fasciatus,1997,-34.2058635,116.3871183,contemporary,20.34679,10.81542,694.72296
53,Numbat,Myrmecobius fasciatus,2000,-34.20264091,116.6293223,contemporary,20.22968,10.47111,637.59558
54,Numbat,Myrmecobius fasciatus,1995,-34.197771,116.229801,contemporary,20.02061,10.63569,788.07971
55,Numbat,Myrmecobius fasciatus,1997,-34.19721949,116.371986,contemporary,20.42419,10.87544,691.4798
56,Numbat,Myrmecobius fasciatus,1999,-34.19530838,116.7019529,contemporary,20.25616,10.47926,626.2876
57,Numbat,Myrmecobius fasciatus,2000,-34.19175133,116.607664,contemporary,20.23633,10.45509,637.59436
58,Numbat,Myrmecobius fasciatus,1992,-34.19041935,116.5733646,contemporary,20.37874,10.62953,633.25043
59,Numbat,Myrmecobius fasciatus,1995,-34.18526917,116.3292094,contemporary,20.24068,10.68232,718.10992
60,Numbat,Myrmecobius fasciatus,2000,-34.18317164,116.6039056,contemporary,20.26852,10.46305,634.573
61,Numbat,Myrmecobius fasciatus,2003,-34.17991251,116.2722829,contemporary,20.02574,10.49725,760.26764
62,Numbat,Myrmecobius fasciatus,2002,-34.17761602,116.2944493,contemporary,19.99338,10.4343,753.2774
63,Numbat,Myrmecobius fasciatus,1993,-34.17743094,116.2983463,contemporary,20.07927,10.51073,741.43823
64,Numbat,Myrmecobius fasciatus,1994,-34.17664391,116.403606,contemporary,20.25726,10.58314,685.55725
65,Numbat,Myrmecobius fasciatus,2000,-34.17586637,116.5768125,contemporary,20.37745,10.59547,631.28394
66,Numbat,Myrmecobius fasciatus,2004,-34.166667,116.433333,contemporary,20.2696,10.53293,672.22925
67,Numbat,Myrmecobius fasciatus,2003,-34.16500367,116.6865554,contemporary,20.37566,10.52756,615.263
68,Numbat,Myrmecobius fasciatus,1998,-34.16410724,116.1839982,contemporary,20.06221,10.63719,802.60535
69,Numbat,Myrmecobius fasciatus,1953,-34.16212632,116.4365047,contemporary,20.28094,10.50981,669.66504
70,Numbat,Myrmecobius fasciatus,2001,-34.1601011,116.5844854,contemporary,20.24479,10.38281,635.33978
71,Numbat,Myrmecobius fasciatus,2008,-34.1594,116.60789,contemporary,20.24382,10.37137,630.8678
72,Numbat,Myrmecobius fasciatus,1994,-34.15866376,116.417304,contemporary,20.27852,10.52435,676.38037
73,Numbat,Myrmecobius fasciatus,1997,-34.15839678,116.4574347,contemporary,20.3382,10.54873,655.76337
74,Numbat,Myrmecobius fasciatus,1996,-34.15773452,116.3240138,contemporary,20.14207,10.47463,722.18359
75,Numbat,Myrmecobius fasciatus,2000,-34.15665342,116.631693,contemporary,20.26552,10.38898,626.57629
76,Numbat,Myrmecobius fasciatus,1996,-34.15652758,116.4428122,contemporary,20.28135,10.5022,666.47314
77,Numbat,Myrmecobius fasciatus,1993,-34.15582558,116.3918193,contemporary,20.27183,10.53575,683.90576
78,Numbat,Myrmecobius fasciatus,2000,-34.15529412,116.6295293,contemporary,20.26552,10.38898,626.57629
79,Numbat,Myrmecobius fasciatus,1999,-34.1552867,116.584932,contemporary,20.24479,10.38281,635.33978
80,Numbat,Myrmecobius fasciatus,2000,-34.15297037,116.607301,contemporary,20.23676,10.33671,630.92651
81,Numbat,Myrmecobius fasciatus,1994,-34.15137878,116.4026988,contemporary,20.24709,10.4639,680.23077
82,Numbat,Myrmecobius fasciatus,2000,-34.15124396,116.6322589,contemporary,20.3195,10.41772,620.91473
83,Numbat,Myrmecobius fasciatus,1996,-34.15031988,116.3712486,contemporary,20.48405,10.74947,674.82574
84,Numbat,Myrmecobius fasciatus,1996,-34.14959111,116.5079426,contemporary,20.53391,10.69905,626.68152
85,Numbat,Myrmecobius fasciatus,1993,-34.14910841,116.3994715,contemporary,20.24709,10.4639,680.23077
86,Numbat,Myrmecobius fasciatus,1996,-34.14879274,116.7181815,contemporary,20.40991,10.50227,603.0896
87,Numbat,Myrmecobius fasciatus,1995,-34.14851631,116.3712728,contemporary,20.48405,10.74947,674.82574
88,Numbat,Myrmecobius fasciatus,1994,-34.14446364,116.3723766,contemporary,20.48405,10.74947,674.82574
89,Numbat,Myrmecobius fasciatus,1994,-34.14446364,116.3723766,contemporary,20.48405,10.74947,674.82574
90,Numbat,Myrmecobius fasciatus,1998,-34.14304723,116.2042665,contemporary,20.28307,10.70853,765.67218
91,Numbat,Myrmecobius fasciatus,2003,-34.14282576,116.4644977,contemporary,20.27517,10.41226,657.30811
92,Numbat,Myrmecobius fasciatus,1996,-34.14280326,116.5020055,contemporary,20.39806,10.52065,636.64569
93,Numbat,Myrmecobius fasciatus,2002,-34.14274029,116.5611416,contemporary,20.4555,10.55664,620.11597
94,Numbat,Myrmecobius fasciatus,1999,-34.14086193,116.3734879,contemporary,20.4834,10.71065,672.52081
95,Numbat,Myrmecobius fasciatus,1995,-34.13932726,116.3388026,contemporary,20.16856,10.40467,706.99976
96,Numbat,Myrmecobius fasciatus,1996,-34.13932726,116.3388026,contemporary,20.16856,10.40467,706.99976
97,Numbat,Myrmecobius fasciatus,1996,-34.13905276,116.3724166,contemporary,20.4834,10.71065,672.52081
98,Numbat,Myrmecobius fasciatus,1995,-34.13541767,116.3670207,contemporary,20.41897,10.6501,680.59601
99,Numbat,Myrmecobius fasciatus,2008,-34.135,116.6,contemporary,20.32833,10.40506,622.54944
100,Numbat,Myrmecobius fasciatus,2000,-34.13434383,116.566174,contemporary,20.4555,10.55664,620.11597
101,Numbat,Myrmecobius fasciatus,1972,-34.133333,116.433333,contemporary,20.4367,10.57211,652.64191
102,Numbat,Myrmecobius fasciatus,1994,-34.13287872,116.50099,contemporary,20.21718,10.29444,648.64355
103,Numbat,Myrmecobius fasciatus,1998,-34.13133609,116.2076298,contemporary,20.28551,10.65436,757.06616
104,Numbat,Myrmecobius fasciatus,2003,-34.12848318,116.465857,contemporary,20.26952,10.37261,655.83643
105,Numbat,Myrmecobius fasciatus,2000,-34.125436,116.5987528,contemporary,20.34821,10.39631,619.34344
106,Numbat,Myrmecobius fasciatus,2002,-34.12539927,116.5491723,contemporary,20.46583,10.53954,619.44366
107,Numbat,Myrmecobius fasciatus,1992,-34.12422398,116.5221763,contemporary,20.37055,10.44817,632.18573
108,Numbat,Myrmecobius fasciatus,2000,-34.12265314,116.28429,contemporary,20.15569,10.38641,729.87994
109,Numbat,Myrmecobius fasciatus,2000,-34.12211833,116.5521392,contemporary,20.42641,10.46475,620.41742
110,Numbat,Myrmecobius fasciatus,2002,-34.12089322,116.4076629,contemporary,20.48849,10.60747,653.34296
111,Numbat,Myrmecobius fasciatus,1991,-34.11836375,116.4783039,contemporary,20.24616,10.30326,649.94788
112,Numbat,Myrmecobius fasciatus,2001,-34.11821073,116.4762555,contemporary,20.22854,10.29041,654.12671
113,Numbat,Myrmecobius fasciatus,1994,-34.11665359,116.627952,contemporary,20.30607,10.31514,616.16833
114,Numbat,Myrmecobius fasciatus,2000,-34.11147492,116.6042401,contemporary,20.42322,10.41725,610.69806
115,Numbat,Myrmecobius fasciatus,1992,-34.11082292,116.2425165,contemporary,20.11057,10.35311,749.98773
116,Numbat,Myrmecobius fasciatus,2003,-34.10927948,116.2797839,contemporary,20.13836,10.33107,729.24542
117,Numbat,Myrmecobius fasciatus,2000,-34.10872315,116.5901579,contemporary,20.45007,10.44839,610.39716
118,Numbat,Myrmecobius fasciatus,1994,-34.10792071,116.3688627,contemporary,20.18026,10.27974,688.4032
119,Numbat,Myrmecobius fasciatus,2002,-34.10696487,116.5321938,contemporary,20.41613,10.42897,623.41766
120,Numbat,Myrmecobius fasciatus,1996,-34.10357337,116.5022354,contemporary,20.38815,10.37885,630.55237
121,Numbat,Myrmecobius fasciatus,1994,-34.10348347,116.4783953,contemporary,20.26747,10.26113,644.79462
122,Numbat,Myrmecobius fasciatus,1996,-34.10251388,116.4626811,contemporary,20.35139,10.35918,643.88898
123,Numbat,Myrmecobius fasciatus,1996,-34.10251388,116.4626811,contemporary,20.35139,10.35918,643.88898
